0.000000000000000000e+00,1.237491124133688558e+01
2.000400080016003206e-03,1.237837193484915588e+01
4.000800160032006413e-03,1.238182560852381719e+01
6.001200240048009185e-03,1.238527232071587036e+01
8.001600320064012825e-03,1.238871212920084197e+01
1.000200040008001647e-02,1.239214509117565299e+01
1.200240048009601837e-02,1.239557126329679271e+01
1.400280056011202201e-02,1.239899070164859651e+01
1.600320064012802565e-02,1.240240346177292885e+01
1.800360072014402929e-02,1.240580959868469435e+01
2.000400080016003293e-02,1.240920916685107400e+01
2.200440088017603657e-02,1.241260222021659665e+01
2.400480096019203674e-02,1.241598881221199591e+01
2.600520104020804038e-02,1.241936899574698927e+01
2.800560112022404402e-02,1.242274282323054457e+01
3.000600120024004766e-02,1.242611034656520630e+01
3.200640128025605130e-02,1.242947161715872006e+01
3.400680136027205147e-02,1.243282668592396512e+01
3.600720144028805858e-02,1.243617560330196170e+01
3.800760152030405875e-02,1.243951841924516089e+01
4.000800160032006586e-02,1.244285518322590889e+01
4.200840168033606603e-02,1.244618594426710168e+01
4.400880176035207314e-02,1.244951075091209525e+01
4.600920184036807331e-02,1.245282965125499430e+01
4.800960192038407348e-02,1.245614269293060516e+01
5.001000200040008059e-02,1.245944992312842459e+01
5.201040208041608076e-02,1.246275138859532738e+01
5.401080216043208787e-02,1.246604713564236810e+01
5.601120224044808804e-02,1.246933721013560437e+01
5.801160232046409515e-02,1.247262165751885554e+01
6.001200240048009532e-02,1.247590052282009765e+01
6.201240248049610243e-02,1.247917385063096596e+01
6.401280256051210260e-02,1.248244168513345009e+01
6.601320264052810971e-02,1.248570407010361549e+01
6.801360272054410294e-02,1.248896104890174108e+01
7.001400280056011005e-02,1.249221266448774159e+01
7.201440288057611716e-02,1.249545895942283735e+01
7.401480296059212427e-02,1.249869997587506454e+01
7.601520304060811750e-02,1.250193575561240777e+01
7.801560312062412461e-02,1.250516634002915950e+01
8.001600320064013172e-02,1.250839177012999848e+01
8.201640328065612495e-02,1.251161208653659607e+01
8.401680336067213206e-02,1.251482732950477406e+01
8.601720344068813917e-02,1.251803753890584581e+01
8.801760352070414628e-02,1.252124275425933497e+01
9.001800360072013951e-02,1.252444301469900267e+01
9.201840368073614662e-02,1.252763835902350564e+01
9.401880376075215373e-02,1.253082882565123768e+01
9.601920384076814696e-02,1.253401445266255365e+01
9.801960392078415407e-02,1.253719527778557818e+01
1.000200040008001612e-01,1.254037133839282347e+01
1.020204040808161683e-01,1.254354267152206681e+01
1.040208041608321615e-01,1.254670931386911903e+01
1.060212042408481686e-01,1.254987130179412702e+01
1.080216043208641757e-01,1.255302867132263067e+01
