0.000000000000000000e+00,0.000000000000000000e+00
2.000400080016003206e-03,0.000000000000000000e+00
4.000800160032006413e-03,0.000000000000000000e+00
6.001200240048009185e-03,0.000000000000000000e+00
8.001600320064012825e-03,0.000000000000000000e+00
1.000200040008001647e-02,0.000000000000000000e+00
1.200240048009601837e-02,0.000000000000000000e+00
1.400280056011202201e-02,0.000000000000000000e+00
1.600320064012802565e-02,0.000000000000000000e+00
1.800360072014402929e-02,0.000000000000000000e+00
2.000400080016003293e-02,0.000000000000000000e+00
2.200440088017603657e-02,0.000000000000000000e+00
2.400480096019203674e-02,0.000000000000000000e+00
2.600520104020804038e-02,0.000000000000000000e+00
2.800560112022404402e-02,0.000000000000000000e+00
3.000600120024004766e-02,0.000000000000000000e+00
3.200640128025605130e-02,0.000000000000000000e+00
3.400680136027205147e-02,0.000000000000000000e+00
3.600720144028805858e-02,0.000000000000000000e+00
3.800760152030405875e-02,0.000000000000000000e+00
4.000800160032006586e-02,0.000000000000000000e+00
4.200840168033606603e-02,0.000000000000000000e+00
4.400880176035207314e-02,0.000000000000000000e+00
4.600920184036807331e-02,0.000000000000000000e+00
4.800960192038407348e-02,0.000000000000000000e+00
5.001000200040008059e-02,0.000000000000000000e+00
5.201040208041608076e-02,0.000000000000000000e+00
5.401080216043208787e-02,0.000000000000000000e+00
5.601120224044808804e-02,0.000000000000000000e+00
5.801160232046409515e-02,0.000000000000000000e+00
6.001200240048009532e-02,0.000000000000000000e+00
6.201240248049610243e-02,0.000000000000000000e+00
6.401280256051210260e-02,0.000000000000000000e+00
6.601320264052810971e-02,0.000000000000000000e+00
6.801360272054410294e-02,0.000000000000000000e+00
7.001400280056011005e-02,0.000000000000000000e+00
7.201440288057611716e-02,0.000000000000000000e+00
7.401480296059212427e-02,0.000000000000000000e+00
7.601520304060811750e-02,0.000000000000000000e+00
7.801560312062412461e-02,0.000000000000000000e+00
8.001600320064013172e-02,0.000000000000000000e+00
8.201640328065612495e-02,0.000000000000000000e+00
8.401680336067213206e-02,0.000000000000000000e+00
8.601720344068813917e-02,0.000000000000000000e+00
8.801760352070414628e-02,0.000000000000000000e+00
9.001800360072013951e-02,0.000000000000000000e+00
9.201840368073614662e-02,0.000000000000000000e+00
9.401880376075215373e-02,0.000000000000000000e+00
9.601920384076814696e-02,0.000000000000000000e+00
9.801960392078415407e-02,0.000000000000000000e+00
1.000200040008001612e-01,0.000000000000000000e+00
1.020204040808161683e-01,0.000000000000000000e+00
1.040208041608321615e-01,0.000000000000000000e+00
1.060212042408481686e-01,0.000000000000000000e+00
1.080216043208641757e-01,0.000000000000000000e+00
1.100220044008801829e-01,0.000000000000000000e+00
1.120224044808961761e-01,0.000000000000000000e+00
1.140228045609121832e-01,0.000000000000000000e+00
1.160232046409281903e-01,0.000000000000000000e+00
1.180236047209441835e-01,0.000000000000000000e+00
1.200240048009601906e-01,0.000000000000000000e+00
1.220244048809761978e-01,0.000000000000000000e+00
1.240248049609922049e-01,0.000000000000000000e+00
1.260252050410081981e-01,0.000000000000000000e+00
1.280256051210242052e-01,0.000000000000000000e+00
1.300260052010402123e-01,0.000000000000000000e+00
1.320264052810562194e-01,0.000000000000000000e+00
1.340268053610722265e-01,0.000000000000000000e+00
1.360272054410882059e-01,0.000000000000000000e+00
1.380276055211042130e-01,0.000000000000000000e+00
1.400280056011202201e-01,0.000000000000000000e+00
1.420284056811362272e-01,0.000000000000000000e+00
1.440288057611522343e-01,0.000000000000000000e+00
1.460292058411682414e-01,0.000000000000000000e+00
1.480296059211842485e-01,0.000000000000000000e+00
1.500300060012002279e-01,0.000000000000000000e+00
1.520304060812162350e-01,0.000000000000000000e+00
1.540308061612322421e-01,0.000000000000000000e+00
1.560312062412482492e-01,0.000000000000000000e+00
1.580316063212642563e-01,0.000000000000000000e+00
1.600320064012802634e-01,0.000000000000000000e+00
1.620324064812962706e-01,0.000000000000000000e+00
1.640328065613122499e-01,0.000000000000000000e+00
1.660332066413282570e-01,0.000000000000000000e+00
1.680336067213442641e-01,0.000000000000000000e+00
1.700340068013602712e-01,0.000000000000000000e+00
1.720344068813762783e-01,0.000000000000000000e+00
1.740348069613922855e-01,0.000000000000000000e+00
1.760352070414082926e-01,0.000000000000000000e+00
1.780356071214242719e-01,0.000000000000000000e+00
1.800360072014402790e-01,0.000000000000000000e+00
1.820364072814562861e-01,0.000000000000000000e+00
1.840368073614722932e-01,0.000000000000000000e+00
1.860372074414883004e-01,0.000000000000000000e+00
1.880376075215043075e-01,0.000000000000000000e+00
1.900380076015203146e-01,0.000000000000000000e+00
1.920384076815362939e-01,0.000000000000000000e+00
1.940388077615523010e-01,0.000000000000000000e+00
1.960392078415683081e-01,0.000000000000000000e+00
1.980396079215843153e-01,0.000000000000000000e+00
2.000400080016003224e-01,0.000000000000000000e+00
2.020404080816163295e-01,0.000000000000000000e+00
2.040408081616323366e-01,0.000000000000000000e+00
2.060412082416483437e-01,0.000000000000000000e+00
2.080416083216643230e-01,0.000000000000000000e+00
2.100420084016803302e-01,0.000000000000000000e+00
2.120424084816963373e-01,0.000000000000000000e+00
2.140428085617123444e-01,0.000000000000000000e+00
2.160432086417283515e-01,0.000000000000000000e+00
2.180436087217443586e-01,0.000000000000000000e+00
2.200440088017603657e-01,0.000000000000000000e+00
2.220444088817763451e-01,0.000000000000000000e+00
